Project Number,Date Modified,Title, Description,Status,Start Date,End Date,Country,Executing Agency Partner,DAC Sector,Maximum Contribution,Contributing Organization,Expected Results,Progress and Results Achieved,Aid Type,Collaboration Type,Finance Type,Flow Type,Reporting Organization,Program Name,Selection Mechanism,Policy Markers,Region,Alternate IM Position,Budget,Locations,Other Identifier
CA-3-D004149001,2025-09-19	,Iraq Crisis - Healthcare and Sexual Health Assistance - International Medical Corps 2017-2019,December 2016 - The humanitarian situation in Iraq continues to deteriorate. The violence between armed groups and government forces has displaced over 3 million people from their homes. The capacity of the Government to respond to the basic needs of its citizens has been overwhelmed. While Daesh has lost considerable territory in 2016  it is expected that humanitarian needs will remain significant in the coming years. More people will be displaced by the conflict  while many will remain displaced in camps and host communities. However  there will also be growing numbers of people returning to areas no longer under the control of Daesh who will also need assistance to help restart their lives.  With GAC’s support  International Medical Corps is providing healthcare  mental health  sexual and reproductive health  and case management services to conflict-affected Iraqis. Project activities include: (1) providing health services through multi-service centres  including medical consultations  to up to 104 000 beneficiaries and integrated community health and outreach services to up to 112 000 beneficiaries; (2) delivering training in mental health and psychosocial services (MPHSS) case management to up to 195 healthcare workers  and awareness-raising and information sessions on MHPSS; (3) providing training and mentorship to up to 144 health workers at Multi-Service Centres on sexual and gender-based violence (SGBV) case management and screening; (4) providing case management services to up to 2 100 SGBV survivors; (5) conducting recreational and skills-building activities for up to 6 300 women and girls; and (6) conducting safety audits of risk mitigation efforts  and frequent gender dialogue sessions for conflict-affected communities.,Terminating,2017-01-03	,2020-09-01	,"Iraq: 100.00%",International Medical Corps UK ,"Material relief assistance and services: 100.00%","$8,000,000",,The expected outcomes for this project include: (1) improved access to health  MHPSS and sexual and reproductive health services; (2) improved capacity of MPHSS service providers to provide health services  referrals  case management and screening; (3) improved access for women and girls to recreational and skill-building activities; and (4) improved community awareness about gender issues  including SGBV.  The expected ultimate outcome is lives saved  suffering alleviated and human dignity maintained in countries experiencing humanitarian crisis or that are food insecure.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,YFMInternaAssistPartnershp&Programing Br,Humanitarian Response,1 - Gender equality;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2017-01-03;Value:"$2,700,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2017-01-03;Value:"$2,600,000"","Geoname Code:99237;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2016200844;Other Identifier Type:CRS Activity identifier",
CA-3-D004157001,2025-09-19	,Syria Crisis - Livelihoods Assistance - 2017-2019,December 2016 - The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance  6.1 million of which are displaced internally by violence and 975 080 located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict  adding to the vulnerability of millions of people  particularly women and children  who are affected by the conflict and struggle for access to the most basic services.  With GAC's support  the project is providing livelihood opportunities to vulnerable conflict-affected persons in Syria. Project activities include: (1) the establishment of kitchen and micro gardens at a household level; (2) the establishment of cooperative greenhouses at a community level; (3) the provision of high quality inputs for small and medium sized farmers; (4) the rehabilitation of productive processing facilities such as bakeries or granaries; (5) the provision of small grants to micro  small  and medium sized enterprises; and (6) the rehabilitation and support of vocational training centers.,Terminating,2016-12-29	,2019-12-31	,"Syria: 100.00%",Uncoded,"Material relief assistance and services: 100.00%","$6,000,000",,The expected outcomes for this project include: (1) strengthened agricultural opportunities in rural areas  ensuring access to income and food for men  women  boys and girls; and (2) enhanced urban livelihood opportunities  ensuring better access to sustainable incomes for men and women.  The expected ultimate outcome is lives saved  suffering alleviated and human dignity maintained in countries experiencing humanitarian crisis or that are food insecure.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,YFMInternaAssistPartnershp&Programing Br,Humanitarian Response,1 - Gender equality;,,,"Budget Type:Original;Start Date:2016-04-01;End Date:2017-03-31;Value Date:2016-12-29;Value:"$1,000,000";Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2016-12-29;Value:"$2,000,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2016-12-29;Value:"$3,000,000"","Geoname Code:163843;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2016200852;Other Identifier Type:CRS Activity identifier",
CA-3-D004160001,2025-09-19	,Syria Crisis - Medical Assistance and Capacity Building - 2017-2019,February 2017 - The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance  6.1 million of which are displaced internally by violence  a number of which are located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict  adding to the vulnerability of millions of people  particularly women and children  who are affected by the conflict and struggle for access to the most basic services.  With GAC’s support  the project aims to: (1) provide essential primary health care services; (2) support the provision of medicines and medical supplies; (3) support health facilities  clinics and mobile health and (4) support the capacity building and training of the local partner organization.,Terminating,2017-03-08	,2025-02-04	,"Syria: 100.00%",Uncoded,"Material relief assistance and services: 100.00%","$5,000,000",,The expected outcomes for this project include: (1) increased access to healthcare by conflict-affected people; and (2) strengthened institutional capacity of the local partner.  The expected ultimate outcome is lives saved  suffering alleviated and human dignity maintained in countries experiencing humanitarian crisis or that are food insecure.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,YFMInternaAssistPartnershp&Programing Br,Humanitarian Response,1 - Gender equality;,,,"Budget Type:Original;Start Date:2016-04-01;End Date:2017-03-31;Value Date:2017-03-08;Value:"$900,000";Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2017-03-08;Value:"$1,700,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2017-03-08;Value:"$2,400,000"","Geoname Code:163843;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2016200855;Other Identifier Type:CRS Activity identifier",
CA-3-D004146001,2025-09-19	,Iraq Crisis - Response to Sexual and Gender-Based Violence - Islamic Relief Canada 2017-2019,December 2016 - The humanitarian situation in Iraq continues to deteriorate. The violence between armed groups and government forces has displaced over 3 million people from their homes. The capacity of the Government to respond to the basic needs of its citizens has been overwhelmed. While Daesh has lost considerable territory in 2016  it is expected that humanitarian needs will remain significant in the coming years. More people will be displaced by the conflict  while many will remain displaced in camps and host communities. However  there will also be growing numbers of people returning to areas no longer under the control of Daesh who will also need assistance to help restart their lives.  With GAC’s support  Islamic Relief Canada is contributing by meeting the health  psychosocial and protection needs of vulnerable Iraqi women and girls affected by sexual and gender-based violence (SGBV). Project activities include: (1) establishing women and girls centres to provide assistance and a safe space for psychosocial first aid  counselling and recreational activities; (2) improving the coverage and referral system of basic and comprehensive emergency obstetric and neonatal care services and family planning services; (3) developing case identification and referral pathways  and follow-up of cases for survivors of SGBV; (4) providing psychosocial support to survivors of SGBV; (5) training social workers on life skills and peer education  and conduct education for adolescent girls and women; and (6) organizing community and religious events to raise awareness on SGBV and child and early forced marriages (CEFM).,Terminating,2016-12-22	,2020-09-30	,"Iraq: 100.00%",Islamic Relief Canada ,"Material relief assistance and services: 80.00%;Relief co-ordination; protection and support services: 20.00%","$3,000,000",,The expected outcomes for this project include: (1) increased access by women and girls to specialized assistance and services in response to SGBV; (2) increased availability and use of integrated sexual and reproductive health services  including obstetric and neonatal and family planning services; (3) improved identification  referral and follow-up services for survivors of SGBV; (4) improved capacity of social workers to provide life skills and peer education; and (5) improved community awareness about SGBV  CEFM and psychosocial services.  The expected ultimate outcome is lives saved  suffering alleviated and human dignity maintained in countries experiencing humanitarian crisis or that are food insecure.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,YFMInternaAssistPartnershp&Programing Br,Humanitarian Response,1 - Gender equality;,,,"Budget Type:Original;Start Date:2016-04-01;End Date:2017-03-31;Value Date:2016-12-22;Value:"$1,000,000";Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2016-12-22;Value:"$1,000,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2016-12-22;Value:"$1,000,000"","Geoname Code:99237;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2016200841;Other Identifier Type:CRS Activity identifier",
CA-3-D003610001,2025-09-19	,Promoting Rural Economic Development for Women and Youth in the Lempa Region - PROLEMPA,The project aims to improve the economic well-being of small-scale entrepreneurs and producers in the tourism and coffee sectors  in particular women  youth and indigenous people in the Dry Corridor of Honduras. It seeks to increase the capacity of private and public actors to support small-scale businesses  as well as the leadership capacities of small-scale entrepreneurs. It also seeks to increase productivity and revenues of small-scale entrepreneurs through increased productive and marketing capacities  and access to credit.  Project activities include: (1) providing training to women  youth and men entrepreneurs and municipal employees in gender equality  leadership  marketing and business development; (2) promoting learning opportunities for small-scale entrepreneurs through exchanges and model businesses; (3) strengthening business support and development centers; (4) promoting innovative and efficient production technologies; (5) establishing key market alliances; (6) implementing a youth entrepreneurs development program including tutoring; and(7) creating business incubation centers.  The project,Terminating,2017-07-19	,2023-02-06	,"Honduras: 100.00%",CARE Canada ,"Business support services and institutions: 50.00%;Agricultural education/training: 25.00%;Tourism policy and administrative management: 25.00%","$12,039,234",,The expected outcomes for this project include: (1) improved business  technical and financial practices of small-scale enterprises  especially those led by or mainly employing women  youth and/or marginalized people; and (2) increased productivity and sales by small-scale enterprises  especially those led by or mainly employing women  youth and/or marginalized people living in poverty. ,Results achieved as of December 2021 include: (1) 9 237 people (8 680 women) improved their knowledge of leadership  decision-making  gender equality  gender-based violence  and economic rights; (2) 2 511 people (2 196 women)  participated in  town hall meetings and campaigns advocating gender equality in local economic development; (3) 20 municipalities signed agreements to allocatef resources for the economic development of women  youth  and indigenous people; (4)189 businesses  used the services of the two new one-stop centers; (5) trained 4 440 persons (1 947 women)  in business skills; and (6) 920 small businesses  formed public-private partnerships with private sector organizations for production and marketing.,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Call for Proposals,1 - Gender equality; 1 - Environmental sustainability (cross-cutting);,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2017-07-19;Value:"$1,905,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2017-07-19;Value:"$1,930,000";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2017-07-19;Value:"$1,750,000";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2017-07-19;Value:"$2,100,000";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2017-07-19;Value:"$2,540,000";Budget Type:Original;Start Date:2022-04-01;End Date:2023-03-31;Value Date:2017-07-19;Value:"$1,925,000"","Geoname Code:3606066;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:14.500000 -88.583330;Geoname Code:3607251;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:14.083333 -87.916670;Geoname Code:3608833;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:14.333330 -88.166670","Reference:2016200529;Other Identifier Type:CRS Activity identifier",
CA-3-D004681001,2025-09-19	,Reducing Impunity for Crimes of Sexual and Gender-Based Violence in Honduras,This project aims to strengthen the justice system’s response to high rates of gender-based crimes in Honduras  including femicides and crimes against LGBTQ2 persons  in eight departments in the country with the highest reported incidence of these offences. The goal is to improve investigations and enhance the prosecution of gender-based crimes through better preparation and argumentation of legal cases and support to and protection of victims. Project activities include: (1) providing training and technical assistance to investigators  prosecutors and judges on investigation and case management techniques; (2) developing a quality control system for investigations of sexual and gender-based violence; (3) developing a system to monitor the progress and outcomes of all offences reported to the Attorney General’s Office; (4) supporting existing pilot initiatives like the use of video conferencing for testimony to protect the identity of victims and prevent re-victimization  and the use of DNA to enhance the effectiveness of evidence; (5) strengthening government and civil society support structures for victims of gender-based violence.,Terminating,2018-03-23	,2023-10-31	,"Honduras: 100.00%",Justice Education Society of British Columbia ,"Legal and judicial development: 15.00%;Human rights: 10.00%;Ending violence against women and girls: 75.00%","$5,245,941",,The  expected outcomes for this project include: (1) improved investigations by Honduran justice actors of cases involving sexual and gender-based violence including femicides and crimes against LGTBQ2 people; (2) improved preparation  presentation and evaluation by Honduran justice actors of trials involving sexual and gender-based violence including femicides and crimes against LGBTQ2 people; and (3) enhanced protection for victims and witnesses of sexual and gender-based violence by justice actors in Honduras.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Department-Initiated,2 - Gender equality; 2 - Participatory development and good governance; 1 - Children's issues; 1 - Youth Issues;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-03-23;Value:"$100,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2018-03-23;Value:"$916,000";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2018-03-23;Value:"$1,100,000";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2018-03-23;Value:"$1,016,000";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2018-03-23;Value:"$1,017,000";Budget Type:Original;Start Date:2022-04-01;End Date:2023-03-31;Value Date:2018-03-23;Value:"$1,096,941"","Geoname Code:3608932;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2017201978;Other Identifier Type:CRS Activity identifier",
CA-3-D004711001,2025-09-19	,Empowerment of Women for Climate Action in Honduras,The project aims to improve the quality of life of rural and indigenous women and youth whose livelihoods depend on forest resources in 12 municipalities of Western Honduras. It seeks to improve the governance for the conservation and sustainable management of the forest and its associated biodiversity  led by rural and indigenous women and youth. The project also seeks to increase the economic empowerment of these women and youth by helping them to use forest resources and biodiversity in alignment with municipal climate change and development plans. Project activities are expected to benefit 60 women’s and youth organizations and 2 000 families. Project activities include: (1) building local governments’ capacities to increase women’s participation and leadership in natural resources management  environment and climate change decision-making bodies; (2) providing technical assistance in the establishment of municipal economic development strategies related to natural resource management and climate change; (3) providing technical assistance to women’s organizations in developing community supportive services (i.e. child day-care centers) and providing training on gender equality legislation  natural resources management and climate change; (4) providing technical assistance to entrepreneurial women in improved conservation and sustainable use of forest resources  and in entrepreneurial management skills; (5) promoting short agroforestry value chains for local urban markets and highly specialized markets and services; and (6) promoting the adoption of innovative and time-and effort-saving technologies by entrepreneurial women.,Terminating,2018-03-28	,2023-12-31	,"Honduras: 100.00%",FAO - Food and Agriculture Organization of the United Nations ,"Women's rights organisations and movements  and government institutions: 15.00%;Business support services and institutions: 15.00%;Forestry policy and administrative management: 25.00%;Forestry development: 25.00%;Biosphere protection: 10.00%;Bio-diversity: 10.00%","$6,624,814",,The expected outcomes for this project include: (1) improved governance in the management of forest resources  by targeted municipalities  with increased participation of rural and Indigenous women and youth; and (2) increased economic empowerment of 2 000 rural and Indigenous women and youth organized in Forest Farm Producer Organizations in line with municipal climate change plans.,Results achieved as of December 2022: (1) Municipal Development Plans and Municipal Investment Plans of 12 participating municipalities were assessed to help guide the updating of their plans to address gender equality  natural resources management  climate change and women and youth economic empowerment; (2) 59 Forest and Farm Producer Organizations (FFPO) have developed their business plans; (3) 863 beneficiaries (533 women) were trained in Market Analysis and Development to prepare business plans for their economic and productive initiatives; (4) 24 forest nurseries were established to restore and reforest 58 hectares of degraded land; and (5) 5 362 tons of CO2 (tCO2) absorbed using climate-smart technologies and agricultural best practices and 32 414 tCO2 will be potentially absorbed as a result of reforestation activities.,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Department-Initiated,1 - Gender equality; 2 - Environmental sustainability (cross-cutting); 1 - Biodiversity; 2 - Climate change mitigation; 1 - Indigenous Issues;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-03-28;Value:"$100,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2018-03-28;Value:"$1,886,055";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2018-03-28;Value:"$1,732,420";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2018-03-28;Value:"$1,582,031";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2018-03-28;Value:"$1,324,308"","Geoname Code:3608932;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2018200222;Other Identifier Type:CRS Activity identifier",
CA-3-D004886001,2025-09-19	,Increasing Demand for Sexual and Reproductive Health Services in West Africa,This project aims to improve the sexual and reproductive health and rights (SRHR) for women and adolescent girls in Francophone West Africa  with a particular focus on Cote d’Ivoire  Mali and Niger. The project seeks to increase demand for and use of sexual and reproductive health services by increasing knowledge of SRHR among women and adolescent girls and by reducing gender-related barriers to seeking these services by working with men  boys and cultural leaders in addition to women and adolescent girls. The project also expands access to quality sexual and reproductive health services  including safe abortion and post-abortion care. In addition  the project develops and implements a regional strategy to contribute to improved SRHR for women and adolescent girls.  Project activities include: (1) training 520 health care workers to provide quality and youth-friendly health services; (2) establishing and deploying eight mobile health units; and (3) conducting events and outreach activities on SRHR  including contraception. An estimated 319 573 women and adolescent girls are expected to benefit from services and outreach activities  and 115 679 women and adolescent girls are expected to be provided with modern contraception.,Terminating,2018-03-27	,2022-03-31	,"Côte d'Ivoire: 33.00%,Mali: 24.00%,Niger: 29.00%",PSI - Population Services International ,"Population policy and administrative management: 20.00%;Reproductive health care: 30.00%;Family planning: 40.00%;Personnel development for population and reproductive health: 10.00%","$14,000,000",,The expected outcomes for this project include: (1) increased informed demand for sexual and reproductive health and rights (SRHR) services and gender equality  by women  adolescent girls  men and boys; (2) increased voluntary use of  and support for  sexual and reproductive health services by women  adolescent girls  men and boys; and (3) improved coordination among key SRHR stakeholders and delivery of sexual and reproductive health services in Francophone West Africa.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,YFMInternaAssistPartnershp&Programing Br,Department-Initiated,1 - Gender equality; 1 - Youth Issues;,"South of Sahara  regional: 14.00%",,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-03-27;Value:"$4,000,000"",,"Reference:2017201971;Other Identifier Type:CRS Activity identifier",
CA-3-D003774001,2025-09-19	,Strengthening the Promotion  Monitoring and Respect for the Rights of Women and the LGBT Community,This project aims to improve the respect of human rights of women and lesbian  gay  bisexual and transgender (LGBT) persons in Honduras. The project focuses on building a better human rights culture by raising awareness about human rights  advocating for respect of human rights and raising the capacity to claim these rights at national  regional and international levels. Project activities include: (1) organizing awareness campaigns for the public on basic concepts of human rights; (2) leading education activities targeted especially to women and the LGBT community; (3) conducting training sessions on human rights for journalists including through debates on key human rights issues; and (4) working with women’s rights and LGBT civil society organizations to raise their capacity to engage with regional and international human rights mechanisms. These activities are conducted with LGBT and women’s rights organizations as critical partners to ensure that community mobilization efforts achieve transformative change for women and LGBT persons. The project also aims to support the Honduran government in its efforts towards enhancing the effectiveness of the newly established national human rights protection mechanism  especially regarding the protection of women and LGBT human rights defenders.,Terminating,2018-02-20	,2023-03-31	,"Honduras: 100.00%",OHCHR - United Nations Office of the High Commissioner for Human Rights ,"Democratic participation and civil society: 10.00%;Human rights: 30.00%;Ending violence against women and girls: 60.00%","$3,000,000",,The expected outcomes for this project include: (1) increased awareness of human rights and how to exercise and claim these rights  especially for women  girls and members of the LGBT community; (2) increased capacity of civil society to advance and respond to the rights and needs of women  girls and members of the LGBT community; and (3) increased capacity of Honduran institutions to strengthen the human rights infrastructure in favour of the protection of the rights of women  girls and LGBT persons.,,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Department-Initiated,1 - Gender equality; 1 - Participatory development and good governance;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-02-20;Value:"$475,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2018-02-20;Value:"$610,000";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2018-02-20;Value:"$695,000";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2018-02-20;Value:"$655,000";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2018-02-20;Value:"$565,000"","Geoname Code:3608932;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2017201977;Other Identifier Type:CRS Activity identifier",
CA-3-D003748001,2025-09-19	,Women's Rights and Gender-Sensitive Justice in Guatemala,The project contributes to reducing sexual and gender-based violence against women  especially Indigenous women in the Departments of Alta Verapaz  Sololá and Chimaltenango and strengthens the poorest and most vulnerable’s access to justice. Gender-based violence has reached epidemic levels in Guatemala as patterns of violence against women committed during the 36-year internal armed conflict have continued  are seen as normal and are often tolerated. A majority of the victims are Indigenous women and girls. Project activities include: (1) providing legal  psychological and social services; (2) building the capacity of justice system actors through training and litigation of sexual violence cases with national impact; and (3) raising public awareness on gender-based violence.,Terminating,2018-07-26	,2023-12-31	,"Guatemala: 100.00%",CECI - Centre for International Studies and Cooperation ,"Legal and judicial development: 15.00%;Human rights: 15.00%;Ending violence against women and girls: 70.00%","$6,148,766",,The expected outcomes for this project include: (1) increased participation of women  particularly Indigenous women  from the Departments of Alta Verapaz  Sololá and Chimaltenango in the exercise of their rights for a violence free life; (2) improved services to women victims of violence and sexual violence by targeted justice system actors; and (3) increased respect for women's human rights and integrity by men  local public institutions and civil society organizations.,Results achieved through March 2022 include: (1) 5 162 people who directly participated in 414 activities on sexual and gender-based violence; (2) supported partner organizations in carrying out communication campaigns. These campaigns informed more than 485 000 people; (3) supported 12 local social and women's organizations and four victim referral networks in the three departments and the capital; (4) provided psychosocial support services to 608 indigenous women and girls who are survivors of sexual and gender-based violence. In addition  544 of them learned economic self-sufficiency; (5) facilitated increased knowledge of 548 indigenous women and girls regarding their rights and access to justice; (6) provided legal assistance services to 503 indigenous women and girls who are survivors of sexual and gender-based violence; (7) obtained two precedent-setting court convictions in cases of sexual violence against indigenous girls committed by teachers in the public education system The perpetrators were sentenced to 38 years and 27 years in prison respectively; (8) trained 267 people (221 of whom were women) to actively participate in the justice process. This include to learn the legal norms applicable to cases of gender-based violence  and to sensitize them to the barriers faced by indigenous women in accessing justice; and (9) engaged 1028 people  including 747 women  in advocacy and learning activities.,Project-type interventions,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Department-Initiated,2 - Gender equality; 2 - Participatory development and good governance; 1 - Youth Issues; 2 - Indigenous Issues;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-07-26;Value:"$800,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2018-07-26;Value:"$1,605,000";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2018-07-26;Value:"$1,670,000";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2018-07-26;Value:"$1,505,000";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2018-07-26;Value:"$570,000"","Geoname Code:3588697;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:14.666670 -91.250000;Geoname Code:3598571;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:14.666670 -90.916670;Geoname Code:3599773;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:15.666670 -90.000000","Reference:2018200130;Other Identifier Type:CRS Activity identifier",
CA-3-D004565001,2025-09-19	,Strengthening the Rights of Indigenous and Other Discriminated Women in Guatemala,This initiative supports the enhancement of gender equality human rights programming within the Guatemala Office of the United Nations High Commissioner for Human Rights (OHCHR).  Women and girls are subject to some of the cruelest human rights violations and yet many organizations specialized in human rights promotion and protection are not prepared to deal with these gender-specific crimes. Project activities include: (1) supporting policy development for and direct accompaniment of women human rights defenders; (2) supporting victims of sexual and gender-based violence; (3) denouncing discrimination especially related to women's economic  social and cultural rights; and (4) strengthening gender-sensitive justice systems through strategic litigation.,Terminating,2018-03-27	,2023-12-31	,"Guatemala: 100.00%",OHCHR - United Nations Office of the High Commissioner for Human Rights ,"Democratic participation and civil society: 20.00%;Human rights: 50.00%;Ending violence against women and girls: 30.00%","$2,500,000",,Results achieved as of March 2023 include the following: (1) 308 women  including Indigenous midwives and Indigenous weavers and representatives  were directly involved in 3 strategic litigation cases. These women included mothers and guardians of adolescent victims (deaths) and survivors of a fire in a state-run children’s home; (2) the National Movement of Mayan Indigenous Weavers presented Congress with a legislative proposal on collective intellectual property rights  which was prepared by Indigenous women; (3) a social media campaign  involving Guatemalan influencers to end violence against women  reached over 14 000 followers and generated 740 interactions; (4) trained 475 people representing 6 public institutions  including 378 women  in international norms and standards relating to the fundamental rights of Indigenous women and women's rights in general; (5) assisted 40 non state entities  including 169 women  in supporting Indigenous women and other women victims of discrimination through the promotion and protection of their rights; and (6) assisted the Office of the High Commissioner for Human Rights in strengthening its gender mainstreaming  as evidenced by its participation in an internal gender accreditation program.,Results achieved as of March 2022 include: (1) facilitated the direct participation of 386 women in three strategic disputes. These included indigenous midwives  indigenous weavers  mothers and guardians of teenage victims of a fire in a state-run children's home); (2) the preparation of a legislative proposal by indigenous women on collective intellectual property rights. The proposal was reviewed by international experts from the World Intellectual Property Organization for presentation to Congress by the National Movement of Indigenous Mayan Weavers; (3) the launch of a social media campaign  involving Guatemalan celebrities and influencers  to end violence against women. The campaign reached 18 515 followers on Facebook  14 400 Instagram accounts  and generated 1 602 likes on Twitter; (4) trained 527 representatives (306 of them women) from nine state institutions. The training focused on international human rights norms and standards for Indigenous women and women's rights; (5) assisted 162 representatives from 27 non-state entities (including 111 women) to support Indigenous and other discriminated women in promoting and protecting their rights; and (6) Assisted the Office of the High Commissioner for Human Rights in Guatemala in strengthening its gender mainstreaming  as evidenced by the office's selection in the Gender Accreditation Program of the Office of the High Commissioner for Human Rights (OHCHR).,Contributions to specific-purpose programmes and funds managed by implementing partners,Bilateral,Aid grant excluding debt reorganisation,,Global Affairs Canada,NGM Americas,Department-Initiated,2 - Gender equality; 2 - Participatory development and good governance; 1 - Indigenous Issues;,,,"Budget Type:Original;Start Date:2017-04-01;End Date:2018-03-31;Value Date:2018-03-27;Value:"$250,000";Budget Type:Original;Start Date:2018-04-01;End Date:2019-03-31;Value Date:2018-03-27;Value:"$500,000";Budget Type:Original;Start Date:2019-04-01;End Date:2020-03-31;Value Date:2018-03-27;Value:"$700,000";Budget Type:Original;Start Date:2020-04-01;End Date:2021-03-31;Value Date:2018-03-27;Value:"$550,000";Budget Type:Original;Start Date:2021-04-01;End Date:2022-03-31;Value Date:2018-03-27;Value:"$500,000"","Geoname Code:3595528;SRSName:http://www.opengis.net/def/crs/EPSG/0/4326;GeoCoordinates:","Reference:2017202022;Other Identifier Type:CRS Activity identifier",
